cluster,station_name,state,district,date_of_record,avg_temp,min_temp,max_temp,humidity,relative_humidity_pct,dew_point_c,absolute_humidity_g_m3,wind_speed,air_pressure,rainfall,elevation,latitude,longitude
Punjab Plains,Patiala,PB,Patiala,2021-05-21,26.5,19.8,35.5,57.824662432678984,57.824662432678984,17.514472569501613,14.442940482722397,7.4,1004.4,10.9,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-22,29.3,22.2,36.8,53.937761215013026,53.937761215013026,19.009139828323242,15.715116802510401,5.3,1004.0,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-23,26.9,22.7,37.0,57.70113033801762,57.70113033801762,17.854230991849207,14.735646035139233,8.6,1004.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-24,29.5,20.4,36.4,52.169203354466056,52.169203354466056,18.659896476635044,15.366037442428839,12.5,1005.3,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-25,30.9,23.4,39.0,48.745399439519694,48.745399439519694,18.858410268863853,15.486123994881355,11.0,1002.1,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-26,33.8,22.7,40.2,47.514534692984284,47.514534692984284,21.09047778131058,17.61219129099227,7.5,999.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-27,31.8,22.8,41.6,50.63546828573133,50.63546828573133,20.29568082338221,16.881322975257692,7.1,999.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-28,33.3,27.1,42.7,49.208404747164494,49.208404747164494,21.205366280313402,17.765684674606714,9.9,1000.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-29,30.2,20.6,40.0,53.02209560755434,53.02209560755434,19.566227342253594,16.22104279254205,11.6,1002.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-30,29.2,20.6,38.0,58.69364464536544,58.69364464536544,20.27802009621474,17.007935265727127,9.1,1002.5,14.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-05-31,30.7,22.0,39.4,53.999060950202015,53.999060950202015,20.323514858360994,16.97157237662695,8.0,1000.0,2.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-01,25.9,21.1,40.2,64.67568659846725,64.67568659846725,18.733799146324035,15.623002571519086,5.9,1002.9,24.9,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-02,29.4,22.6,35.7,55.71921284450659,55.71921284450659,19.624340577592225,16.32270221105747,4.4,1004.3,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-03,29.4,24.2,36.0,58.892618903971076,58.892618903971076,20.520025642641553,17.25233777945569,3.8,1005.6,1.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-04,28.8,22.4,36.8,59.05843701298562,59.05843701298562,20.00388373395107,16.744329861328072,6.6,1005.5,0.4,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-05,29.1,22.4,36.8,61.66092637265337,61.66092637265337,20.985077108287907,17.77070203159211,4.3,1004.0,5.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-06,30.4,24.1,37.0,58.1836093523169,58.1836093523169,21.25803291341179,17.9934088622533,3.4,1002.9,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-07,32.2,25.1,39.0,57.419012164540284,57.419012164540284,22.72093838118542,19.55553657881125,5.3,1000.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-08,34.9,27.7,41.6,51.61830632459268,51.61830632459268,23.458852242718258,20.268341136235843,7.2,997.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-09,35.9,29.4,43.0,49.34521895745099,49.34521895745099,23.627951543712594,20.409613505239896,5.4,996.0,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-10,32.2,27.4,43.8,53.63517611270556,53.63517611270556,21.601038407921372,18.26685289146675,14.0,997.1,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-11,31.1,22.8,37.4,56.63567630079111,56.63567630079111,21.47055876666208,18.18718018974978,13.3,997.1,1.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-12,30.3,24.6,37.0,53.94045860933314,53.94045860933314,19.935694840984443,16.591393238261062,14.1,998.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-13,28.6,23.6,35.6,50.13876040715756,50.13876040715756,17.200420754133216,14.060839712347033,7.2,999.9,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-14,30.5,24.7,36.8,50.015391616411954,50.015391616411954,18.90434039551011,15.551033602615579,6.6,997.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-15,31.3,25.4,38.4,54.06710266376098,54.06710266376098,20.89934532488079,17.549612269405486,5.9,993.9,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-16,26.8,23.4,39.4,60.039610898880774,60.039610898880774,18.393526402062818,15.248071178572793,4.5,997.8,0.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-17,29.0,23.3,34.2,57.705569160945494,57.705569160945494,19.8166167552668,16.540342404213156,6.1,1000.1,1.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-18,30.0,26.5,35.7,59.99997156965645,59.99997156965645,21.385411228320443,18.15828872550779,8.6,1000.8,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-19,29.3,24.5,35.4,59.42137207852236,59.42137207852236,20.57143807021191,17.312802417900343,7.2,1000.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-20,29.4,24.9,36.0,60.67942772160337,60.67942772160337,21.00588040193056,17.77577568802225,10.1,1001.0,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-21,32.1,26.4,37.3,53.26704517882679,53.26704517882679,21.396047622503616,18.045114532578673,6.4,1001.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-22,32.4,25.6,38.6,52.63790382393545,52.63790382393545,21.478826349518044,18.118964204138848,6.4,1000.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-23,33.4,26.7,41.0,55.03327259509524,55.03327259509524,23.135409414060156,19.973780637937352,5.6,1000.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-24,31.8,27.6,41.4,60.1657716227685,60.1657716227685,23.1189557905773,20.058624067386365,8.5,1001.1,1.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-25,31.9,25.0,39.0,57.8708946385195,57.8708946385195,22.570345892392226,19.396798250640792,5.6,999.8,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-26,30.0,23.7,39.8,60.82455014110469,60.82455014110469,21.60852295881106,18.407837773374272,7.0,1001.9,1.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-27,31.3,24.8,38.0,57.127509130316525,57.127509130316525,21.798338183513692,18.54298798640742,4.4,1004.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-28,32.9,27.1,39.6,55.73134232801829,55.73134232801829,22.879841815102264,19.69953159455579,5.3,1002.9,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-29,34.6,27.6,41.0,53.206057093719046,53.206057093719046,23.68551351273085,20.566963127292127,7.7,999.1,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-06-30,36.2,29.6,41.8,49.35551879760968,49.35551879760968,23.9056031812288,20.733155135179256,9.2,996.0,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-01,36.2,31.5,42.3,53.02990316518504,53.02990316518504,25.106181476987604,22.27668224167392,8.3,994.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-02,33.8,29.4,41.6,56.7119209197823,56.7119209197823,24.005801915831817,21.021382323803167,6.1,996.1,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-03,31.3,24.0,40.2,61.87990154099457,61.87990154099457,23.1140121037868,20.085564526492053,5.6,999.9,3.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-04,32.7,27.2,37.8,58.28525535754726,58.28525535754726,23.435198418862143,20.385043191364485,5.2,1001.1,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-05,34.3,28.5,38.8,55.74251052279544,55.74251052279544,24.183143115180744,21.21167847049314,5.4,1001.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-06,34.1,28.3,39.6,54.44339939158897,54.44339939158897,23.605256970478667,20.501149349171182,6.1,999.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-07,34.9,29.7,41.0,55.45237080893812,55.45237080893812,24.65275810303533,21.773817244234685,7.1,998.2,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-08,35.0,29.1,41.4,55.75364791126772,55.75364791126772,24.83630801989132,22.006593573928377,6.7,998.2,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-09,31.1,25.8,41.4,62.96781392593085,62.96781392593085,23.21403959611121,20.220593322543987,10.1,1000.3,7.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-10,33.0,29.1,36.4,54.64611333228319,54.64611333228319,22.648077770701054,19.418461636459497,6.5,1000.1,0.8,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-11,32.6,27.3,38.0,53.57475044447073,53.57475044447073,21.952322510951632,18.638406009530478,12.3,1001.5,2.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-12,28.7,24.6,38.2,60.140655401063285,60.140655401063285,20.203845674466255,16.958240985049027,14.9,1003.8,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-13,27.7,24.3,35.0,67.55752433196008,67.55752433196008,21.147673678494826,18.032461110076877,10.2,1003.5,38.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-14,26.2,24.4,31.0,72.92168769662183,72.92168769662183,20.957201438399988,17.91216373748392,5.8,1003.0,42.9,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-15,28.8,25.6,33.6,64.05386553614444,64.05386553614444,21.322763399776633,18.16064067517617,4.9,1003.5,3.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-16,30.9,27.0,35.0,61.417861622681684,61.417861622681684,22.613901876183046,19.512089992603517,6.0,1004.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-17,32.0,27.9,37.0,62.34758051292542,62.34758051292542,23.898082883813043,21.009026035135697,3.8,1001.5,0.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-18,29.9,26.5,37.6,67.78234433146707,67.78234433146707,23.29713059345974,20.40275366142672,10.6,997.9,5.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-19,25.8,24.9,34.0,75.56734940231765,75.56734940231765,21.152359820255576,18.152284751796024,10.4,998.3,68.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-20,27.0,24.0,31.6,69.50390095318014,69.50390095318014,20.9426227334953,17.848429859841065,7.6,998.3,1.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-21,28.8,24.6,33.4,71.75503391642287,71.75503391642287,23.18921107234074,20.34408660092355,4.0,997.0,16.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-22,29.2,26.2,34.0,66.69187965286292,66.69187965286292,22.363423981802192,19.32562168764761,8.8,997.0,0.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-23,30.7,27.0,33.3,62.0891657856189,62.0891657856189,22.60487393405772,19.514242514453926,6.7,998.1,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-24,30.6,26.5,35.4,60.51652868144312,60.51652868144312,22.088796538346823,18.917799641750687,3.0,998.9,1.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-25,31.7,27.5,36.3,57.42821753604604,57.42821753604604,22.257381204251498,19.04395018312825,4.2,998.1,1.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-26,29.4,27.2,35.8,64.84044982192438,64.84044982192438,22.090435576158146,18.994729100496116,7.9,997.2,10.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-27,28.9,26.8,32.8,63.192263330471185,63.192263330471185,21.196292207806927,18.014454072830233,4.7,994.9,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-28,25.8,24.8,31.8,67.22473805725349,67.22473805725349,19.258810342857625,16.148278287272287,4.2,996.5,9.9,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-29,26.9,25.3,30.0,69.75331026830892,69.75331026830892,20.90533320165562,17.813517410694736,4.4,997.6,5.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-30,27.3,24.8,31.0,69.40879752016163,69.40879752016163,21.206977036474203,18.122255840739477,6.7,998.9,4.4,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-07-31,29.3,25.8,33.6,64.8003943697639,64.8003943697639,21.985588535127818,18.880015473948347,6.1,999.5,0.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-01,29.4,28.0,34.8,68.19268097850063,68.19268097850063,22.920684194065156,19.976750707013075,3.9,997.8,8.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-02,29.6,27.1,33.6,66.42590056338543,66.42590056338543,22.677656872680473,19.671792798103066,4.1,998.8,7.4,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-03,27.3,24.0,32.8,66.82623560138384,66.82623560138384,20.58997666529964,17.44796310712675,3.7,1000.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-04,28.6,26.1,34.0,69.31460311884476,69.31460311884476,22.426563929660304,19.438484642709547,5.2,1001.1,6.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-05,29.7,26.7,34.8,69.7236850946703,69.7236850946703,23.57471902507196,20.760788504704376,3.7,1000.6,13.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-06,29.6,25.5,33.8,67.60710184626774,67.60710184626774,22.96866447436849,20.021601332012843,3.3,1000.4,1.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-07,30.2,27.2,35.1,69.2740832099463,69.2740832099463,23.94474564350156,21.193011239686992,3.0,1001.7,0.4,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-08,30.1,27.2,34.4,71.23532226864751,71.23532226864751,24.314572404015678,21.675501731810098,3.7,1003.3,6.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-09,30.0,26.5,34.2,68.96042053632615,68.96042053632615,23.678362946945985,20.87006366790212,4.8,1003.3,1.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-10,29.8,25.4,35.6,69.23724936768069,69.23724936768069,23.554002698602243,20.72805506191075,5.1,1001.3,0.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-11,31.1,26.2,36.5,66.85269049043659,66.85269049043659,24.20907813457582,21.46812764558014,6.4,1001.1,0.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-12,31.5,27.0,35.6,66.29082181767996,66.29082181767996,24.448083752210078,21.74903373294405,5.0,1002.4,0.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-13,31.4,26.4,36.1,66.28228913775492,66.28228913775492,24.351002925767766,21.630117115152803,4.5,1000.9,0.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-14,31.2,27.0,36.4,65.73390027153675,65.73390027153675,24.022661121611204,21.222431134588536,5.5,998.9,0.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-15,30.2,25.7,36.0,63.92446093319052,63.92446093319052,22.613300539988142,19.556401994411743,4.6,1000.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-16,30.5,25.7,36.0,64.74649817088077,64.74649817088077,23.108112002769943,20.131302308480997,4.7,1003.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-17,31.7,26.8,36.2,65.15083465082645,65.15083465082645,24.347942338280536,21.60487131088118,4.9,1003.5,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-18,32.1,27.7,36.6,64.44853037996427,64.44853037996427,24.54542392357316,21.833032192014787,4.5,1001.6,0.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-19,31.3,28.0,37.2,65.18518437666773,65.18518437666773,23.97782098393367,21.158424534684514,4.2,1001.0,0.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-20,28.0,26.0,37.1,66.65640886040056,66.65640886040056,21.214115574695118,18.08804681276984,11.1,1004.0,3.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-21,26.2,24.8,31.0,71.64853110261848,71.64853110261848,20.670778275957712,17.59943113219752,7.9,1006.4,6.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-22,26.8,24.4,29.9,71.24196926681512,71.24196926681512,21.153559980762772,18.09309890618133,6.3,1005.7,9.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-23,28.0,25.0,31.8,68.53143923217577,68.53143923217577,21.667380808075553,18.596859659424467,3.3,1002.9,1.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-24,29.5,25.4,34.0,64.56812535834213,64.56812535834213,22.11600591650145,19.018044517614598,2.7,1001.0,0.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-25,31.1,28.0,35.4,64.64321738658643,64.64321738658643,23.649574054312705,20.758608697652132,6.3,998.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-26,30.8,27.6,35.3,65.96842744123757,65.96842744123757,23.70248099540108,20.845364764656047,6.1,997.6,0.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-27,30.7,26.8,35.7,70.71485889722558,70.71485889722558,24.766502307034887,22.22524474979294,5.8,999.8,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-28,29.9,26.5,35.7,68.69435472699931,68.69435472699931,23.518764694889544,20.677272396655333,5.8,1001.5,1.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-29,28.7,24.7,34.5,69.06932870752716,69.06932870752716,22.463690162626442,19.47591546993853,6.3,1002.5,2.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-30,28.6,23.5,34.1,67.17673610206619,67.17673610206619,21.911864965421643,18.83894438273643,7.1,1006.0,0.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-08-31,29.2,25.0,33.7,68.590788410545,68.590788410545,22.82615113668925,19.875877467831632,7.7,1007.9,1.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-01,28.1,25.9,33.9,70.8436496431168,70.8436496431168,22.307372139223585,19.33020861759677,4.5,1007.7,2.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-02,27.8,23.5,32.6,66.75073677606258,66.75073677606258,21.04703318164524,17.915488666419375,2.8,1005.2,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-03,26.8,25.0,33.0,72.06757641334265,72.06757641334265,21.341544799991905,18.30277575696893,3.1,1003.9,6.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-04,27.5,24.6,31.6,70.73336378236387,70.73336378236387,21.70719126118609,18.67314535683538,3.9,1003.1,4.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-05,29.7,25.3,33.5,70.18539634232644,70.18539634232644,23.68435090312411,20.898266745417228,3.2,1003.2,0.8,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-06,29.5,25.2,34.6,72.19060259327128,72.19060259327128,23.961322202198318,21.263186537517722,3.7,1004.4,0.8,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-07,29.5,27.6,35.6,68.76128176838571,68.76128176838571,23.153347869102408,20.253106474779297,8.6,1006.5,1.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-08,29.7,26.1,33.0,68.72197744636527,68.72197744636527,23.334664242951753,20.462521988788463,10.1,1005.7,3.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-09,29.2,25.5,33.7,65.91255485989635,65.91255485989635,22.170170459299236,19.099793053051172,7.9,1004.4,1.4,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-10,26.8,24.4,33.8,70.02946451522601,70.02946451522601,20.873989753297085,17.785162887279963,9.3,1004.6,3.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-11,26.2,23.8,32.7,68.72068998500089,68.72068998500089,19.994778014276815,16.880249073297733,8.7,1004.7,1.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-12,26.2,23.4,29.4,71.79606784894,71.79606784894,20.704197302348874,17.635671411884974,5.1,1002.9,3.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-13,27.5,24.1,32.8,68.25206440318945,68.25206440318945,21.123844350222857,18.018098551430917,3.5,1002.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-14,28.3,24.6,33.6,64.77164025325656,64.77164025325656,21.031244278206298,17.868445299251295,5.9,1005.4,0.5,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-15,29.4,25.8,34.0,65.98390654098367,65.98390654098367,22.377776236065916,19.329699796663757,8.2,1005.2,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-16,28.8,24.4,34.8,65.154530927085,65.154530927085,21.601182396831916,18.472702851301896,6.9,1003.8,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-17,27.4,24.4,35.1,66.53356314229552,66.53356314229552,20.61378775956401,17.46775731259299,5.9,1003.7,0.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-18,28.0,22.8,32.6,66.41410241352807,66.41410241352807,21.154727960229206,18.02229394025544,4.1,1005.8,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-19,30.2,26.6,34.0,65.25805335119786,65.25805335119786,22.95409049538378,19.96438774888699,3.3,1007.1,0.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-20,30.1,25.2,34.7,66.26410549710472,66.26410549710472,23.112217415190234,20.162858645359094,4.1,1006.4,4.8,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-21,27.3,24.8,35.2,74.07417691159634,74.07417691159634,22.272279410752557,19.340360777669616,6.4,1005.7,9.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-22,25.8,23.8,31.6,73.28083497691479,73.28083497691479,20.652383955998843,17.603033504170167,6.9,1005.6,3.7,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-23,24.1,22.2,28.1,76.03166335538444,76.03166335538444,19.60910087123784,16.598033292984685,6.9,1007.6,19.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-24,26.8,22.4,32.4,68.51234089168791,68.51234089168791,20.51814286171464,17.39986377137856,3.2,1008.1,0.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-25,28.8,24.2,33.5,68.93789616532793,68.93789616532793,22.527772327225176,19.54536780383175,3.4,1006.3,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-26,28.9,25.0,34.3,70.7953003213614,70.7953003213614,23.06222408289006,20.181880170074912,3.9,1006.5,1.6,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-27,29.8,25.2,34.0,67.70264450661132,67.70264450661132,23.182429845716946,20.26862932866708,2.9,1006.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-28,29.8,26.2,35.2,65.67661589026964,65.67661589026964,22.680405419180644,19.662082518964667,5.2,1007.8,0.8,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-29,28.7,24.5,35.2,64.97369468535958,64.97369468535958,21.460979674324765,18.32104364036988,4.3,1008.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-09-30,28.7,25.0,35.4,66.15420832180911,66.15420832180911,21.755551715878557,18.6539205370306,3.5,1009.7,1.3,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-01,29.1,25.3,34.1,65.46102842750108,65.46102842750108,21.962461186887296,18.865892864409194,3.9,1009.1,1.1,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-02,27.7,23.9,34.3,63.79920179216038,63.79920179216038,20.2178064491979,17.0292892841667,4.2,1007.6,2.2,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-03,28.3,24.3,33.8,63.18431430846405,63.18431430846405,20.627717213899494,17.43055231544375,5.8,1005.4,0.4,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-04,28.9,24.5,34.4,63.141241902711194,63.141241902711194,21.18311984413445,17.999909204223364,3.9,1004.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-05,28.0,22.5,34.0,65.4318262157058,65.4318262157058,20.912016343166137,17.755741058798993,3.7,1008.2,1.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-06,28.1,24.0,33.7,67.92227462464618,67.92227462464618,21.616604857914542,18.533090049570546,6.0,1008.3,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-07,28.3,23.2,34.3,64.65669903391337,64.65669903391337,21.002316991557727,17.83673665512197,5.9,1006.6,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-08,28.4,23.6,34.3,61.99322734419651,61.99322734419651,20.41324608454722,17.19596395383116,5.3,1005.4,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-09,28.4,22.7,34.9,64.3872961372241,64.3872961372241,21.028984420861896,17.860041667342045,5.7,1005.7,0.0,249,30.3333,76.4667
Punjab Plains,Patiala,PB,Patiala,2021-10-10,28.3,23.0,35.3,65.42479026191162,65.42479026191162,21.194773362806664,18.048628712180562,4.1,1006.2,0.0,249,30.3333,76.4667
